id,price_day,f_property_type,f_neighbourhood,n_accommodates,n_bathrooms,n_minimum_nights,n_beds,n_review_scores_rating,n_number_of_reviews,n_bedrooms,d_instant_bookable,d_wifi,d_refrigerator,d_air_conditioning,d_baby,d_beach,d_stove,d_free_parking,d_office,d_coffee_maker,d_garden,d_gym
9254675,52,rental unit,Oud-Oost,4,1,27,1,4.86,0,1,0,1,1,0,0,0,1,0,0,1,0,0
9263357,115,rental unit,Centrum-Oost,2,1,3,1,4.75,4,1,0,1,0,0,0,0,0,0,0,0,0,0
9263780,87,rental unit,Oostelijk Havengebied - Indische Buurt,2,1,2,1,5,11,1,0,1,0,0,0,0,0,0,0,0,0,0
9263993,69,rental unit,De Baarsjes - Oud-West,2,1,2,1,4.87,54,1,0,1,1,0,0,0,1,0,0,1,0,0
9268762,109,rental unit,Oud-Noord,3,1,4,2,4.46,26,2,0,1,0,0,0,0,0,0,0,0,0,0
9271262,190,rental unit,De Pijp - Rivierenbuurt,4,1.5,4,3,4.91,45,2,0,1,1,0,0,0,1,0,0,1,0,0
9275222,171,rental unit,De Baarsjes - Oud-West,4,1,3,3,4,6,3,0,1,0,0,0,0,0,0,0,0,0,0
9305071,200,rental unit,De Pijp - Rivierenbuurt,5,2.5,5,3,5,27,3,0,1,0,0,1,0,0,0,0,0,0,0
9307157,195,loft,Centrum-West,2,1.5,3,1,4.91,23,1,1,1,1,0,0,0,1,0,0,1,0,0
9320410,200,rental unit,Oud-Oost,2,1,2,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
9321688,125,rental unit,Centrum-Oost,2,1,1,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9322153,70,rental unit,Bos en Lommer,2,1,3,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9322352,120,rental unit,Oud-Oost,2,1,4,1,4.75,34,1,0,1,0,0,0,0,0,0,0,0,0,0
9322953,100,rental unit,Zuid,2,1,3,1,4.87,52,1,1,1,0,0,0,0,0,0,0,0,0,0
9323289,89,rental unit,De Baarsjes - Oud-West,4,1,3,4,4.75,8,3,0,1,0,0,0,0,0,0,0,0,0,0
9326539,85,rental unit,Westerpark,2,1,3,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9327973,130,rental unit,De Pijp - Rivierenbuurt,4,1.5,2,2,4.83,12,2,0,1,1,0,0,0,1,0,0,1,0,0
9328846,140,rental unit,De Baarsjes - Oud-West,4,1,1,2,4.44,10,2,0,1,0,0,0,0,0,0,0,0,0,0
9331043,148,rental unit,De Baarsjes - Oud-West,2,1,2,1,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0
9339846,66,rental unit,Oostelijk Havengebied - Indische Buurt,2,1,2,1,4.6,7,NA,0,1,0,0,0,0,0,0,0,0,0,0
9340964,57,rental unit,Centrum-West,4,1,3,1,4.46,13,1,1,1,1,0,0,0,1,0,0,1,0,0
9343043,87,rental unit,Westerpark,4,1.5,3,2,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0
9345544,99,rental unit,Oud-Oost,2,1,3,1,4.97,38,1,0,1,0,0,0,0,0,0,0,0,0,0
9355281,110,rental unit,De Baarsjes - Oud-West,2,1.5,2,1,4.99,82,1,1,1,1,0,0,0,0,0,0,1,0,0
9356764,125,rental unit,De Baarsjes - Oud-West,2,1,60,1,4.67,3,1,0,1,0,0,0,0,0,0,0,0,0,0
9356852,99,rental unit,Zuid,2,1.5,2,1,4.39,24,1,0,1,1,0,0,0,1,0,0,1,0,0
9360964,102,rental unit,Oud-Oost,2,1.5,3,1,4.75,13,1,0,1,0,0,0,0,0,0,0,0,0,0
9362278,350,rental unit,Centrum-Oost,3,1,5,2,4.74,25,2,0,1,0,0,0,0,0,0,0,0,0,0
9363358,196,rental unit,Westerpark,2,1,3,1,4.44,9,1,0,1,0,1,0,0,0,0,0,0,0,0
9366776,99,rental unit,De Baarsjes - Oud-West,4,1,3,2,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0
9373807,121,rental unit,Oud-Oost,2,1,3,2,4.79,28,2,0,1,1,0,0,0,1,0,0,1,0,0
9376657,61,rental unit,De Baarsjes - Oud-West,2,1,1,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
9381767,140,rental unit,De Pijp - Rivierenbuurt,2,1,2,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
9381853,92,rental unit,De Baarsjes - Oud-West,2,1,3,1,4.75,8,1,0,1,0,1,0,0,0,0,0,0,0,0
9390005,84,rental unit,Zuid,2,1,2,2,4.73,39,1,0,1,0,0,0,0,0,0,0,0,0,0
9390408,100,rental unit,Westerpark,2,1,4,1,4.86,0,1,0,1,0,1,0,0,0,0,0,0,0,0
9397239,185,rental unit,De Pijp - Rivierenbuurt,4,1,3,4,4.86,0,2,0,1,0,0,0,0,0,0,0,0,0,0
9398334,250,rental unit,Centrum-Oost,4,1,1,2,4.86,0,2,0,1,0,0,0,0,0,0,0,0,0,0
9399926,195,rental unit,De Baarsjes - Oud-West,2,1,2,1,4.89,19,1,0,1,0,0,0,0,0,0,0,0,0,0
9407969,99,rental unit,De Pijp - Rivierenbuurt,2,1,2,0,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0
9412502,110,rental unit,Westerpark,2,1,3,1,5,12,1,0,1,1,0,0,0,1,0,0,1,0,0
9420691,115,rental unit,Zuid,2,1,3,1,4.94,114,1,0,1,0,0,0,0,0,0,0,1,0,0
9424352,130,rental unit,De Baarsjes - Oud-West,4,1,5,2,4.86,14,2,0,1,0,0,0,0,0,0,0,0,0,0
9427056,140,rental unit,De Baarsjes - Oud-West,2,1,2,1,5,15,1,0,1,0,0,0,0,0,0,0,0,0,0
9429895,108,rental unit,Bos en Lommer,2,1,4,1,4.43,14,1,0,1,1,0,1,0,1,0,0,0,0,0
9446146,120,rental unit,Zuid,2,1,2,1,4.67,6,1,0,1,0,0,0,0,0,0,0,0,0,0
9451726,180,rental unit,Centrum-West,2,1.5,4,1,4.75,24,1,0,1,0,0,0,0,0,0,0,0,0,0
9455483,180,rental unit,Centrum-West,2,1,6,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9456482,150,rental unit,Westerpark,4,2,1,2,5,2,2,0,1,1,0,1,0,1,0,0,1,0,0
9457746,130,rental unit,Oostelijk Havengebied - Indische Buurt,2,1,1,1,4.67,9,1,0,1,0,0,0,0,0,0,0,0,0,0
9459496,209,rental unit,De Pijp - Rivierenbuurt,3,1.5,7,2,4.33,3,2,1,1,0,1,0,0,0,0,0,0,0,0
9459610,164,rental unit,Zuid,2,1,2,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9459937,276,rental unit,Oud-Oost,4,1.5,3,6,4.93,17,4,0,1,0,0,1,0,0,0,0,0,0,0
9459958,199,rental unit,Centrum-West,3,1.5,5,2,4.81,16,2,0,1,1,0,0,0,1,0,0,1,0,0
9460389,211,rental unit,Oud-Oost,4,1.5,1,2,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0
9461010,199,rental unit,Zuid,4,1,5,3,4.91,24,3,0,1,1,0,1,0,1,0,0,1,0,0
9461654,150,rental unit,Bos en Lommer,3,1,3,2,5,4,2,0,1,0,0,0,0,0,0,0,0,0,0
9462244,160,rental unit,Bos en Lommer,4,1,4,2,4.73,30,2,0,1,0,0,0,0,0,0,0,0,0,0
9462851,105,rental unit,Oostelijk Havengebied - Indische Buurt,3,1,2,2,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0
9468617,200,rental unit,Oud-Oost,4,1,6,4,4.86,0,2,0,1,0,0,0,0,0,0,0,0,0,0
9468652,129,rental unit,De Pijp - Rivierenbuurt,2,1,5,1,5,2,1,0,1,0,0,1,0,0,0,0,0,0,0
9470026,99,rental unit,De Pijp - Rivierenbuurt,2,1,2,1,4.2,5,1,0,1,0,0,0,0,0,0,0,0,0,0
9470047,132,rental unit,Zuid,2,1,5,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9471127,94,rental unit,Buitenveldert - Zuidas,2,1,2,1,4.63,8,1,0,1,0,0,0,0,0,0,0,0,0,0
9474189,295,rental unit,De Baarsjes - Oud-West,5,2,1,4,4.86,0,3,0,1,0,0,0,0,0,0,0,0,0,0
9483298,125,rental unit,De Baarsjes - Oud-West,2,1,2,1,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0
9484736,110,rental unit,De Baarsjes - Oud-West,2,1.5,7,0,4.88,17,1,0,1,0,0,0,0,0,0,0,0,0,0
9485867,111,rental unit,De Pijp - Rivierenbuurt,2,1,95,1,4.59,29,NA,0,1,0,0,0,0,0,0,0,0,0,0
9489181,135,rental unit,Bos en Lommer,2,1.5,7,0,5,1,1,0,1,1,0,0,0,1,1,1,1,0,0
9489419,78,rental unit,Bos en Lommer,2,1,2,1,4.92,15,NA,0,1,0,0,0,0,0,0,0,0,0,0
9490390,150,rental unit,Oud-Oost,2,1.5,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
9490497,95,rental unit,Bos en Lommer,4,1,3,3,4.88,33,2,0,1,1,0,0,0,1,0,0,1,0,0
9490628,64,rental unit,Centrum-Oost,2,1,1,1,4.67,4,1,0,1,0,0,0,0,0,0,0,0,0,0
9498536,120,rental unit,De Pijp - Rivierenbuurt,2,1,2,1,4.86,0,NA,0,1,0,0,0,0,0,0,0,0,0,0
9502213,100,rental unit,Centrum-Oost,3,1,3,1,4.72,43,1,0,1,0,0,0,0,0,0,0,0,0,0
9503035,130,rental unit,Oud-Oost,2,1,4,1,4.67,4,1,0,1,0,0,0,0,0,0,0,0,0,0
9506709,500,rental unit,Centrum-West,6,3,3,3,4.74,54,3,0,1,1,0,0,0,1,0,0,1,0,0
9507284,150,rental unit,Bos en Lommer,2,1,5,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9509378,185,rental unit,Oostelijk Havengebied - Indische Buurt,2,1,7,1,5,4,2,0,1,0,0,1,0,0,0,0,0,0,0
9511515,195,rental unit,Centrum-Oost,2,1,5,1,4.93,15,1,0,1,0,0,0,0,0,0,0,0,0,0
9518736,159,rental unit,Oud-Noord,2,1,2,1,4.74,23,1,0,1,0,0,0,0,0,0,0,0,0,0
9525425,100,rental unit,Oostelijk Havengebied - Indische Buurt,2,1,1,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9529700,121,rental unit,Oud-Oost,4,1,2,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
9538986,130,rental unit,De Baarsjes - Oud-West,2,1,4,1,4.92,16,1,0,1,1,0,0,0,1,0,0,0,0,0
9539609,120,rental unit,De Baarsjes - Oud-West,2,1,2,1,5,16,1,0,1,0,0,0,0,0,0,0,0,0,0
9542122,198,rental unit,Westerpark,6,1,5,6,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0
9553741,83,rental unit,Watergraafsmeer,3,1,2,2,4.86,0,2,0,1,0,0,0,0,0,0,0,0,0,0
9562058,140,rental unit,De Pijp - Rivierenbuurt,4,1,3,3,4.69,13,3,0,1,0,0,0,0,0,0,0,0,0,0
9567895,110,rental unit,Bos en Lommer,3,1.5,3,0,4.89,37,2,0,1,0,1,0,0,0,0,0,0,0,0
9569206,90,rental unit,Westerpark,2,1,2,1,4.67,6,1,0,1,0,0,0,0,0,0,0,0,0,0
9569885,249,rental unit,Oud-Oost,2,1,2,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9581513,124,rental unit,Oostelijk Havengebied - Indische Buurt,2,1,3,1,5,10,1,0,1,1,0,0,0,1,0,0,1,0,0
9583026,69,rental unit,Zuid,2,1,2,2,5,13,1,0,1,1,0,0,0,1,0,0,1,0,0
9586600,100,rental unit,De Baarsjes - Oud-West,4,1,5,0,4.82,11,1,0,1,1,0,0,0,1,0,0,1,0,0
9586659,203,rental unit,De Baarsjes - Oud-West,2,1,1,1,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0
9586685,195,rental unit,Centrum-West,2,1,3,1,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0
9586821,190,loft,De Pijp - Rivierenbuurt,2,1.5,3,1,5,4,1,0,1,1,0,0,0,1,0,0,1,0,0
9588214,100,rental unit,Bos en Lommer,2,1,5,1,4.79,19,1,0,1,1,0,0,0,1,0,0,1,0,0
9588219,104,rental unit,Watergraafsmeer,2,1,3,1,4.9,31,1,0,1,1,0,0,0,1,0,0,1,0,0
9588946,140,rental unit,Slotervaart,3,1.5,2,1,4.76,48,1,0,1,1,0,0,0,1,0,0,0,0,0
9590560,99,rental unit,De Baarsjes - Oud-West,2,1,4,1,5,13,1,0,1,1,0,0,0,1,0,0,1,0,0
9597782,125,rental unit,De Baarsjes - Oud-West,2,1,5,1,5,26,1,0,1,0,0,0,0,0,0,0,0,0,0
9599423,118,rental unit,Zuid,2,1,4,1,4.88,18,1,0,1,1,0,0,0,1,0,0,1,0,0
9599927,200,rental unit,Zuid,2,1,2,1,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0
9604398,116,rental unit,De Pijp - Rivierenbuurt,4,1,2,2,4.5,2,2,0,1,0,0,0,0,0,0,0,0,0,0
9605087,150,rental unit,Buitenveldert - Zuidas,4,1.5,2,2,4.86,0,2,0,1,0,0,0,0,0,0,0,0,0,0
9609029,150,rental unit,Buitenveldert - Zuidas,4,1,2,1,4.86,0,2,0,1,0,0,0,0,0,0,0,0,0,0
9609520,100,rental unit,De Baarsjes - Oud-West,4,1.5,2,3,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
9609542,160,rental unit,De Baarsjes - Oud-West,5,1,7,5,4.86,0,3,1,1,0,0,0,0,0,0,0,0,0,0
9610007,99,rental unit,Zuid,2,1,4,1,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0
9610130,120,rental unit,De Baarsjes - Oud-West,2,1,2,1,4.73,11,1,0,1,0,0,0,0,0,0,0,0,0,0
9611073,249,rental unit,Centrum-West,2,1.5,3,2,4.91,34,1,0,1,1,0,0,0,1,0,0,1,0,0
9611898,100,rental unit,Watergraafsmeer,2,1,1,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0
9613546,85,rental unit,De Baarsjes - Oud-West,2,1,2,1,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0
9618303,160,rental unit,Centrum-Oost,3,1,2,2,4.79,19,2,0,1,1,0,0,0,1,0,0,1,0,0
9619069,65,rental unit,Oostelijk Havengebied - Indische Buurt,2,1,2,1,4,1,NA,0,1,0,0,0,0,0,1,0,0,0,1
9619832,300,rental unit,De Pijp - Rivierenbuurt,4,1.5,1,0,4.19,26,2,0,1,1,0,1,0,1,0,0,1,0,0
9621792,122,rental unit,De Baarsjes - Oud-West,2,1,2,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9625066,100,rental unit,De Pijp - Rivierenbuurt,3,1,1,3,4.95,23,2,0,1,0,0,0,0,0,0,0,0,0,0
9629614,221,rental unit,Oud-Oost,4,1.5,2,3,4.66,102,2,0,1,1,0,1,0,1,0,0,1,0,0
9638051,175,rental unit,De Pijp - Rivierenbuurt,2,1.5,1,1,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0
9638910,120,rental unit,Centrum-West,2,1,4,1,4.8,11,NA,0,1,0,0,0,0,0,0,0,0,0,0
9644532,135,rental unit,Westerpark,4,1,2,2,5,1,2,0,1,0,0,0,0,0,1,0,0,0,0
9645744,325,rental unit,De Pijp - Rivierenbuurt,4,1.5,3,3,4.9,48,2,0,1,1,0,0,0,1,0,0,1,0,0
9650472,95,rental unit,Centrum-West,3,1,1,1,4.86,0,1,0,1,0,1,0,0,0,0,0,0,0,0
9657917,80,rental unit,Bos en Lommer,2,1.5,3,2,4.93,15,1,0,1,0,0,0,0,0,0,0,0,0,0
9659173,125,rental unit,Westerpark,2,1.5,3,1,4.98,49,1,0,1,1,0,0,0,1,0,0,1,0,0
9661027,100,rental unit,De Pijp - Rivierenbuurt,2,1,2,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9661695,100,rental unit,De Baarsjes - Oud-West,3,1,2,2,4.62,15,2,0,1,0,0,0,0,0,0,0,0,0,0
9670793,79,rental unit,Bos en Lommer,2,1,2,1,4.46,24,1,0,1,0,0,0,0,0,0,0,0,0,0
9675163,75,rental unit,Oud-Oost,2,1,7,1,4.86,0,NA,0,1,0,0,0,0,0,0,0,0,0,0
9676361,100,rental unit,De Pijp - Rivierenbuurt,2,1,3,1,4.67,9,1,0,1,0,0,0,0,0,0,0,0,0,0
9681458,140,rental unit,De Baarsjes - Oud-West,3,1,5,1,5,19,1,0,1,0,0,0,0,0,0,0,0,0,0
9687750,120,rental unit,De Baarsjes - Oud-West,2,1,2,1,4.2,5,1,0,1,0,0,0,0,0,0,0,0,0,0
9687879,99,rental unit,Centrum-Oost,4,1,4,2,4.67,6,2,0,1,0,0,0,0,0,0,0,0,0,0
9702049,195,loft,Westerpark,2,1.5,3,1,4.87,45,1,0,1,1,0,0,0,1,0,0,1,0,0
9702104,60,rental unit,De Baarsjes - Oud-West,2,1,2,1,4.5,2,1,0,1,0,0,0,0,0,0,0,0,0,0
9702482,95,rental unit,De Pijp - Rivierenbuurt,2,1,2,2,4.5,7,1,0,1,0,0,0,0,0,0,0,0,0,0
9702511,200,rental unit,Buitenveldert - Zuidas,4,2,2,2,4.79,43,4,0,1,1,1,1,0,1,1,0,1,0,0
9702945,129,rental unit,Zuid,2,1,3,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9703265,349,rental unit,De Pijp - Rivierenbuurt,6,1.5,1,3,4.7,10,3,0,1,0,0,0,0,0,0,0,0,0,0
9703829,112,rental unit,De Pijp - Rivierenbuurt,4,1.5,2,2,4.92,26,2,0,1,1,0,1,0,1,0,0,1,0,0
9705732,120,rental unit,Zuid,4,1,7,2,4.86,0,2,0,1,0,0,0,0,0,0,0,0,0,0
9707369,199,rental unit,Watergraafsmeer,3,1,2,2,4.93,28,2,0,1,1,0,1,0,1,0,0,1,0,0
9708720,75,rental unit,Noord-West,3,1.5,2,2,4.53,15,2,0,1,1,0,1,0,1,0,0,1,0,0
9709044,100,rental unit,De Baarsjes - Oud-West,2,1,2,1,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0
9720935,159,rental unit,De Baarsjes - Oud-West,2,1,3,1,4.43,14,1,0,1,1,0,0,0,1,0,0,1,0,0
9721216,225,rental unit,Centrum-Oost,2,1,2,1,4.86,0,1,0,1,0,1,0,0,0,0,0,0,0,0
9721227,75,rental unit,Oostelijk Havengebied - Indische Buurt,2,1,2,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0
9721264,85,rental unit,Slotervaart,2,1,2,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
9722581,220,rental unit,Centrum-West,4,2,7,3,4.67,100,3,0,1,1,0,0,0,1,0,0,1,0,0
9726490,150,rental unit,De Pijp - Rivierenbuurt,4,1.5,2,4,4.75,12,3,0,1,1,0,1,0,0,0,0,1,0,0
9744946,136,rental unit,De Baarsjes - Oud-West,4,1,3,2,4.83,12,1,0,1,1,0,0,0,1,0,0,0,0,0
9765446,110,rental unit,Zuid,2,1,2,1,3.67,3,1,0,1,0,0,0,0,0,0,0,0,0,0
9772215,150,rental unit,Oostelijk Havengebied - Indische Buurt,4,1,1,2,4.83,46,2,0,1,1,0,0,0,1,0,0,1,0,0
9772262,200,rental unit,De Pijp - Rivierenbuurt,4,2,1,2,4.86,0,2,0,1,0,0,0,0,0,0,0,0,0,0
9783434,100,rental unit,De Pijp - Rivierenbuurt,3,1,3,3,4.5,9,2,0,1,1,0,0,0,1,0,0,1,0,0
9786590,140,rental unit,Oud-Oost,4,1.5,2,2,4.52,26,2,0,1,1,0,0,0,1,0,0,0,0,0
9788158,100,rental unit,Oud-Oost,4,1,2,2,4.4,5,1,0,1,0,0,0,0,0,0,0,0,0,0
9789343,70,rental unit,Oostelijk Havengebied - Indische Buurt,2,1,2,1,4.8,5,1,0,1,0,0,0,0,0,0,0,0,0,0
9791627,200,rental unit,Westerpark,4,1,2,2,4.85,34,2,0,1,1,0,1,0,1,0,0,1,0,0
9792353,180,rental unit,Centrum-Oost,4,1,4,4,5,7,3,0,1,0,0,0,0,0,0,0,0,0,0
9799012,135,rental unit,De Baarsjes - Oud-West,2,1,2,1,5,17,1,0,1,1,0,0,0,1,0,0,1,0,0
9801366,107,rental unit,Oostelijk Havengebied - Indische Buurt,2,1,4,1,4.71,7,1,0,1,0,0,0,0,0,0,0,0,0,0
9802546,139,rental unit,Westerpark,2,1,2,1,4.86,0,1,0,1,1,0,0,0,1,0,0,1,0,0
9814792,100,rental unit,Westerpark,2,1,5,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
9815325,99,rental unit,De Baarsjes - Oud-West,2,1,4,1,4.38,9,1,0,1,1,0,0,0,1,0,0,1,0,0
9816893,100,loft,Oud-Oost,2,1,2,1,4.8,5,1,0,1,0,0,0,0,0,0,0,0,0,0
9817391,200,rental unit,Oostelijk Havengebied - Indische Buurt,4,1,3,3,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0
9818537,7999,rental unit,Oud-Oost,3,1.5,3,2,4.39,23,1,1,1,0,0,0,0,0,0,0,0,0,0
9818756,150,rental unit,Buitenveldert - Zuidas,2,1,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
9822447,80,rental unit,Zuid,2,1,5,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
9823962,121,rental unit,De Baarsjes - Oud-West,2,1,1,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9833390,135,rental unit,Bijlmer-Oost,4,1,2,2,5,1,2,0,1,0,0,0,0,0,1,0,0,0,0
9835777,124,rental unit,Oud-Noord,2,1,3,1,4.83,8,1,0,1,0,0,0,0,0,0,0,0,0,0
9836621,235,rental unit,De Pijp - Rivierenbuurt,4,1,4,2,4.55,24,2,0,1,0,0,0,0,0,0,0,0,0,0
9837054,120,rental unit,Centrum-West,2,1,1,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
9838929,100,rental unit,Oud-Oost,2,1,1,1,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0
9840533,247,rental unit,Centrum-Oost,4,1.5,2,2,4.7,46,2,0,1,1,0,0,0,1,0,0,1,0,0
9842639,190,rental unit,Slotervaart,4,1,2,3,4.45,11,1,0,1,1,0,0,0,0,0,0,0,0,0
9848959,90,rental unit,De Pijp - Rivierenbuurt,3,1,7,2,5,11,2,0,1,0,0,0,0,0,0,0,0,0,0
9850294,119,rental unit,Centrum-Oost,4,1,3,4,4.5,2,1,0,1,0,0,0,0,0,0,0,0,0,0
9850968,260,rental unit,Bos en Lommer,4,1,2,2,4.86,0,2,0,1,0,0,0,0,0,1,0,0,0,0
9851168,140,rental unit,De Baarsjes - Oud-West,4,1,2,3,5,6,2,0,1,0,0,0,0,0,0,0,0,0,0
9851660,160,rental unit,Centrum-Oost,4,1,2,2,4.86,0,2,0,1,0,1,0,0,0,0,0,0,0,0
9852493,120,rental unit,De Baarsjes - Oud-West,2,1.5,4,1,4.8,5,1,0,1,0,0,0,0,0,0,0,0,0,0
9856921,140,rental unit,Zuid,3,1,2,2,4.87,32,2,0,1,0,0,0,0,0,0,0,0,0,0
9860071,231,rental unit,De Baarsjes - Oud-West,2,1,7,1,4.8,5,1,0,1,1,0,1,0,1,0,0,1,0,0
9869642,150,rental unit,De Baarsjes - Oud-West,2,1,3,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9873544,130,rental unit,Oud-Oost,2,1,3,1,4.86,0,1,0,1,0,0,0,0,0,1,0,0,0,0
9874512,65,rental unit,Zuid,3,1,4,2,4.87,30,2,0,1,0,0,0,0,0,0,0,0,0,0
9880384,115,rental unit,Westerpark,2,1,2,1,4.86,0,2,0,1,0,0,0,0,0,0,0,0,0,0
9891516,150,rental unit,Centrum-West,2,1,2,1,4.6,6,1,0,1,0,0,0,0,0,0,0,0,0,0
9893897,150,rental unit,Westerpark,4,1,2,3,4.5,8,2,0,1,1,0,0,0,1,0,0,1,0,0
9896780,100,rental unit,Westerpark,3,1,3,2,4.78,32,1,0,1,0,0,0,0,0,0,0,0,0,0
9912550,232,rental unit,De Baarsjes - Oud-West,4,1,3,2,5,6,2,0,1,1,0,0,0,1,0,0,1,0,0
9919759,295,rental unit,Bos en Lommer,4,1,3,2,4.68,28,2,0,1,1,0,0,0,1,0,0,1,0,0
9922371,120,rental unit,Zuid,4,1,2,2,4.5,6,2,0,1,0,0,0,0,0,0,0,0,0,0
9924395,75,rental unit,De Baarsjes - Oud-West,2,1,2,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
9930645,125,rental unit,Zuid,2,1,2,1,4.48,24,1,0,1,0,0,0,0,1,0,0,0,0,0
9932130,100,rental unit,Oostelijk Havengebied - Indische Buurt,2,1,2,1,4.25,9,1,0,1,0,0,0,0,0,0,0,0,0,0
9932298,200,rental unit,De Baarsjes - Oud-West,4,1,3,4,4.78,41,2,0,1,0,0,0,0,0,0,0,0,0,0
9932727,90,rental unit,De Baarsjes - Oud-West,2,1,2,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9936357,271,rental unit,Zuid,4,1,3,2,4.86,7,2,0,1,0,0,0,0,0,0,0,0,0,0
9942636,100,rental unit,Oostelijk Havengebied - Indische Buurt,2,1,5,1,4.83,6,1,0,1,0,0,0,0,0,0,0,0,0,0
9947853,185,rental unit,Centrum-West,4,1,3,3,4.67,9,2,1,1,0,0,0,0,0,0,0,0,0,0
9950094,92,rental unit,Bos en Lommer,2,1,3,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9951188,149,rental unit,De Baarsjes - Oud-West,4,1,5,2,4.86,0,2,0,1,0,0,0,0,0,0,0,0,0,0
9955618,250,rental unit,De Baarsjes - Oud-West,4,1.5,3,1,5,1,2,0,1,0,1,0,0,0,0,0,0,0,0
9956102,169,rental unit,De Pijp - Rivierenbuurt,4,2,3,4,4.8,5,2,0,1,0,0,0,0,0,0,0,0,0,0
9956880,104,rental unit,De Pijp - Rivierenbuurt,2,1,2,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9962077,79,rental unit,Westerpark,2,1,7,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
9962356,100,rental unit,De Baarsjes - Oud-West,2,1,3,1,4.8,15,1,0,1,0,0,0,0,0,0,0,0,0,0
9963348,90,rental unit,Zuid,2,1,4,1,4.86,0,1,0,1,1,0,0,0,1,0,0,1,0,0
9964923,89,rental unit,Oostelijk Havengebied - Indische Buurt,2,1,1,1,4.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9968312,80,rental unit,Zuid,6,1.5,3,2,4.93,14,2,0,1,0,1,0,0,0,0,0,0,0,0
9971531,100,rental unit,Centrum-Oost,2,1,2,2,4.25,4,1,0,1,0,0,0,0,0,0,0,0,0,0
9981202,330,loft,De Pijp - Rivierenbuurt,4,1,2,8,4.84,75,NA,0,1,1,0,0,0,1,0,0,1,0,0
9981383,205,rental unit,De Baarsjes - Oud-West,4,1,3,2,4.79,24,2,0,1,0,0,0,0,0,0,0,0,0,0
9983460,140,rental unit,Oud-Oost,4,1.5,5,3,4.75,4,3,0,1,1,0,1,0,1,0,0,0,0,0
9984282,76,rental unit,Westerpark,2,1,4,1,4.67,3,1,0,1,0,0,0,0,0,0,0,0,0,0
9993723,140,rental unit,Zuid,2,1.5,4,1,4.83,6,1,0,1,1,0,0,0,1,0,0,1,0,0
9996040,200,rental unit,Westerpark,2,1,5,1,4.83,25,1,0,1,0,0,0,0,0,0,0,0,0,0
